onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.141490364285303	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/10_degraded.wav	French	English	aliceloc
42.1414903642853	18.006054145353197	intact	aliceloc_nebula101/French/intact/1_intact.wav	French	English	aliceloc
60.1475445096385	17.980167208046602	degraded	aliceloc_nebula101/French/degraded/6_degraded.wav	French	English	aliceloc
78.1277117176851	18.0059952475076	foreign	aliceloc_nebula101/English/foreign/23_intact.wav	French	English	aliceloc
96.1337069651927	18.0060247217683	foreign	aliceloc_nebula101/English/foreign/9_intact.wav	French	English	aliceloc
114.139731686961	18.00594389308401	degraded	aliceloc_nebula101/French/degraded/20_degraded.wav	French	English	aliceloc
132.145675580045	18.006064913716983	intact	aliceloc_nebula101/French/intact/9_intact.wav	French	English	aliceloc
150.151740493762	17.84825950623801	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/22_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14183715034099	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/2_degraded.wav	French	English	aliceloc
198.141837150341	18.005976870294006	intact	aliceloc_nebula101/French/intact/3_intact.wav	French	English	aliceloc
216.147814020635	17.980253637527994	degraded	aliceloc_nebula101/French/degraded/8_degraded.wav	French	English	aliceloc
234.128067658163	18.005917993083017	foreign	aliceloc_nebula101/English/foreign/15_intact.wav	French	English	aliceloc
252.133985651246	18.006055718139976	foreign	aliceloc_nebula101/English/foreign/7_intact.wav	French	English	aliceloc
270.140041369386	18.005925492291	degraded	aliceloc_nebula101/French/degraded/10_degraded.wav	French	English	aliceloc
288.145966861677	18.00600069898104	intact	aliceloc_nebula101/French/intact/19_intact.wav	French	English	aliceloc
306.151967560658	17.848032439341978	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/16_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
