onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1426098914962	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/18_degraded.wav	French	English	aliceloc
42.1426098914962	18.0059819217677	intact	aliceloc_nebula101/French/intact/3_intact.wav	French	English	aliceloc
60.1485918132639	17.980267736056696	degraded	aliceloc_nebula101/French/degraded/8_degraded.wav	French	English	aliceloc
78.1288595493206	18.005975320293203	foreign	aliceloc_nebula101/English/foreign/19_intact.wav	French	English	aliceloc
96.1348348696138	18.005993237188207	foreign	aliceloc_nebula101/English/foreign/5_intact.wav	French	English	aliceloc
114.140828106802	18.006021853399986	degraded	aliceloc_nebula101/French/degraded/20_degraded.wav	French	English	aliceloc
132.146849960202	18.005967988663002	intact	aliceloc_nebula101/French/intact/21_intact.wav	French	English	aliceloc
150.152817948865	17.847182051135007	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/2_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14304305328901	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/4_degraded.wav	French	English	aliceloc
198.143043053289	18.005969821766996	intact	aliceloc_nebula101/French/intact/5_intact.wav	French	English	aliceloc
216.149012875056	17.980297337530004	degraded	aliceloc_nebula101/French/degraded/22_degraded.wav	French	English	aliceloc
234.129310212586	18.005943090133997	foreign	aliceloc_nebula101/English/foreign/3_intact.wav	French	English	aliceloc
252.13525330272	18.005973415872973	foreign	aliceloc_nebula101/English/foreign/11_intact.wav	French	English	aliceloc
270.141226718593	18.006007920296042	degraded	aliceloc_nebula101/French/degraded/10_degraded.wav	French	English	aliceloc
288.147234638889	18.006025701924955	intact	aliceloc_nebula101/French/intact/19_intact.wav	French	English	aliceloc
306.153260340814	17.846739659186028	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/8_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
