onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.1425669504533	degraded	aliceloc_nebula101/French/degraded/15_degraded.wav	French	English	aliceloc
42.1425669504533	18.0059818702939	foreign	aliceloc_nebula101/English/foreign/16_intact.wav	French	English	aliceloc
60.1485488207472	17.980218257369494	intact	aliceloc_nebula101/French/intact/18_intact.wav	French	English	aliceloc
78.1287670781167	18.005982568822205	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/17_degraded.wav	French	English	aliceloc
96.1347496469389	18.005976918815094	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/1_degraded.wav	French	English	aliceloc
114.140726565754	18.005995646036013	intact	aliceloc_nebula101/French/intact/4_intact.wav	French	English	aliceloc
132.14672221179	17.980200405895005	foreign	aliceloc_nebula101/English/foreign/24_intact.wav	French	English	aliceloc
150.126922617685	17.87307738231499	degraded	aliceloc_nebula101/French/degraded/19_degraded.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.14288556224301	degraded	aliceloc_nebula101/French/degraded/11_degraded.wav	French	English	aliceloc
198.142885562243	18.00596524603	foreign	aliceloc_nebula101/English/foreign/20_intact.wav	French	English	aliceloc
216.148850808273	17.980212181631998	intact	aliceloc_nebula101/French/intact/24_intact.wav	French	English	aliceloc
234.129062989905	18.005964544562005	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/13_degraded.wav	French	English	aliceloc
252.135027534467	18.005987943083966	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/15_degraded.wav	French	English	aliceloc
270.141015477551	18.005952921768994	intact	aliceloc_nebula101/French/intact/8_intact.wav	French	English	aliceloc
288.14696839932	17.980192431631053	foreign	aliceloc_nebula101/English/foreign/18_intact.wav	French	English	aliceloc
306.127160830951	17.872839169048973	degraded	aliceloc_nebula101/French/degraded/1_degraded.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
