onset	duration	trial_type	stim_file	mainLanguage	foreignLanguage	identifier
0.0	12.0	fix	n/a	French	English	aliceloc
12.0	12.0	fix	n/a	French	English	aliceloc
24.0	18.142912841497	foreign	aliceloc_nebula101/English/foreign/18_intact.wav	French	English	aliceloc
42.142912841497	18.0060380702944	intact	aliceloc_nebula101/French/intact/8_intact.wav	French	English	aliceloc
60.1489509117914	17.980226828684394	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/3_degraded.wav	French	English	aliceloc
78.1291777404758	18.00605459455801	degraded	aliceloc_nebula101/French/degraded/15_degraded.wav	French	English	aliceloc
96.1352323350338	18.006004097506192	degraded	aliceloc_nebula101/French/degraded/17_degraded.wav	French	English	aliceloc
114.14123643254	18.006044270294993	intact	aliceloc_nebula101/French/intact/6_intact.wav	French	English	aliceloc
132.147280702835	18.005983844558017	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/1_degraded.wav	French	English	aliceloc
150.153264547393	17.846735452606993	foreign	aliceloc_nebula101/English/foreign/14_intact.wav	French	English	aliceloc
168.0	12.0	fix	n/a	French	English	aliceloc
180.0	18.143529753288	foreign	aliceloc_nebula101/English/foreign/4_intact.wav	French	English	aliceloc
198.143529753288	18.00596704455802	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/23_degraded.wav	French	English	aliceloc
216.149496797846	17.980211728684992	intact	aliceloc_nebula101/French/intact/4_intact.wav	French	English	aliceloc
234.129708526531	18.006024071767996	degraded	aliceloc_nebula101/French/degraded/5_degraded.wav	French	English	aliceloc
252.135732598299	18.005973621768987	degraded	aliceloc_nebula101/French/degraded/7_degraded.wav	French	English	aliceloc
270.141706220068	18.00599476882104	foreignDegraded	aliceloc_nebula101/English/foreignDegraded/15_degraded.wav	French	English	aliceloc
288.147700988889	18.005984896031975	intact	aliceloc_nebula101/French/intact/18_intact.wav	French	English	aliceloc
306.153685884921	17.846314115078997	foreign	aliceloc_nebula101/English/foreign/22_intact.wav	French	English	aliceloc
324.0	12.0	fix	n/a	French	English	aliceloc
336.0	12.0	fix	n/a	French	English	aliceloc
